Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Fitness
-89.8094,416.77,763.811,-637.076,816.257,-350.347,729.468,703.607,208.873,-575.273,4.15566,-10.343,691.044,727.258,-500.85,62.2792,4.62326e+06
-65.5028,540.865,-320.927,-753.536,-190.614,-664.836,390.18,-831.007,-932.1,-327.794,129.173,-317.063,108.773,-216.481,-535.55,493.752,3.97171e+06
582.928,333.006,-435.963,-952.369,162.669,-429.613,368.82,256.961,-216.493,-366.051,-628.586,741.403,695.808,614.942,339.896,155.132,4.08854e+06
-745.989,757.425,-143.409,-316.986,-541.481,831.652,71.3296,234.376,-324.478,149.76,-795.381,566.13,284.484,-254.642,-852.593,-593.096,4.60162e+06
-741.224,587.041,-420.9,-1008.74,155.639,-340.791,-906.087,296.601,-636.591,40.5417,809.204,924.721,-496.429,49.3495,-326.942,524.497,5.68592e+06
56.2041,-765.156,-901.257,-46.2458,-122.211,-274.185,109.797,-856.241,-592.076,161.937,50.2346,-625.292,-341.378,837.976,-804.626,-725.998,5.00199e+06
503.206,-454.703,747.118,616.061,-502.135,244.043,-111.203,-445.855,382.03,109.822,-554.462,-691.64,-178.163,-919.277,48.5595,-862.412,4.4874e+06
-334.415,507.557,-457.605,890.844,161.037,453.409,676.123,-671.729,368.04,982.615,796.772,-482.704,-27.4628,820.744,-63.149,-766.586,5.74737e+06
196.89,416.456,569.041,987.239,-31.7008,-9.90786,364.771,-891.361,97.9461,32.7267,516.373,517.809,-447.36,-934.506,647.451,118.99,4.49171e+06
384.183,-733.223,-523.439,74.6913,602.116,514.876,-941.823,198.028,-833.169,542.246,-389.963,831.566,-420.817,-245.689,961.876,-763.926,6.0968e+06
673.01,725.349,-58.9547,127.038,-623.422,-399.248,115.974,226.616,-337.879,-583.046,920.235,906.294,390.676,141.444,235.08,-519.704,4.23198e+06
177.334,-22.6436,-264.217,812.52,887.892,605.08,-753.757,-478.476,-554.695,435.953,-319.134,787.753,461.347,111.373,138.463,358.544,4.30683e+06
-437.59,979.335,601.519,-118.189,-580.9,608.446,-474.147,-163.421,45.1134,-809.274,-502.102,-231.106,-404.885,134.496,-707.087,-735.198,4.67069e+06
743.374,-126,-622.6,-439.79,377.635,-414.364,556.461,-808.479,-417.486,935.104,-386.393,-847.505,-780.919,-499.377,-935.146,-429.384,6.26169e+06
-411.793,-902.728,1019.48,-75.7075,-982.368,224.227,307.91,-644.872,752.715,-141.765,583.999,-988.959,-1021.52,-885.026,844.631,466.98,8.21971e+06
-694.678,860.858,223.898,-743.595,334.883,754.574,684.13,-512.078,-12.2532,974.814,-857.342,548.925,738.052,446.729,855.074,-925.133,7.5567e+06
-520.852,-953.712,-440.125,413.691,-375.711,328.8,-764.272,192.607,40.5349,919.872,171.436,587.974,355.032,919.648,72.3552,-52.0765,4.619e+06
-320.387,676.715,159.459,-47.0719,-307.517,454.145,40.9144,-414.287,719.292,-956.457,110.641,-683.102,378.548,-752.397,-168.629,387.939,3.86194e+06
-840.75,-317.214,507.731,-379.851,625.299,-591.195,-703.544,-416.446,-268.001,120.17,275.951,-124.382,-160.715,-328.847,-559.751,-604.391,3.6091e+06
792.113,994.459,-578.381,-773.918,646.373,89.5948,154.322,-376.349,-808.58,304.383,-47.4978,-635.398,-68.7355,-327.883,-677.82,-613.439,5.24178e+06
710.961,362.673,-71.8722,-317.216,8.05968,-544.89,254.45,-193.064,-740.462,-141.454,-225.868,311.75,-877.741,919.143,-612.915,752.552,4.41567e+06
-525.819,370.778,853.442,418.728,-121.186,-241.37,164.063,1015.9,891.383,982.154,773.9,379.692,-318.506,-87.9958,-19.2466,-61.979,5.06538e+06
764.732,-550.507,-1012.33,767.712,1006.67,-397.546,-756.093,850.991,552.283,165.539,361.26,-55.6059,818.194,935.141,-465.885,929.531,8.06057e+06
-464.551,-755.592,-164.775,298.002,91.6946,228.909,897.534,-328.004,558.766,-692.483,727.721,945.998,-824.614,297.39,-95.8191,104.863,4.88166e+06
-446.083,71.9209,984.02,-183.875,620.508,-86.7583,711.474,921.297,291.177,1006.15,407.089,-277.905,794.623,671.436,305.921,-45.5,5.47193e+06
-236.565,-932.259,-842.954,496.22,-506.474,-252.595,365.552,-407.057,-258.645,45.0184,268.543,23.6625,517.297,-83.6657,-425.444,199.884,3.13887e+06
108.85,-573.482,349.706,-227.527,-822.963,-327.339,507.694,-300.631,889.449,506.208,-77.0838,-614.012,-918.082,624.556,339.749,544.198,4.72235e+06
-605.079,389.949,4.13751,-588.138,336.865,-51.4756,313.008,599.028,-615.406,-473.366,948.021,388.59,-34.4126,-716.294,827.02,-248.801,4.34984e+06
-186.9,148.646,-421.626,-937.129,541.584,-515.469,198.141,35.0136,-693.181,-233.246,-220.761,-659.388,-516.647,3.56272,980.878,-915.093,4.79756e+06
493.03,507.355,124.379,-268.172,-863.904,48.4391,-941.277,-237.847,141.125,-82.4668,-1008.1,496.183,-204.036,-541.639,963.5,-886.57,5.6178e+06
-347.213,-436.779,-317.399,-651.138,70.053,-23.2306,840.25,697.905,944.775,-160.637,495.159,139.372,28.9749,148.387,-118.062,-748.125,3.81422e+06
-605.382,262.38,672.365,322.604,-373.001,58.2123,118.08,467.422,340.39,-38.4894,-943.298,-877.205,411.992,-517.383,743.153,418.668,4.30824e+06
-202.285,345.514,984.141,-136.702,1019.37,830.314,-398.076,274.473,-198.501,130.031,169.042,-3.5072,-847.701,-164.345,402.245,-176.393,4.13348e+06
-512.92,-755.349,-134.517,130.452,577.791,235.12,-987.857,-884.271,-479.877,-683.032,129.724,-866.07,-718.906,-572.099,153.018,-605.202,5.71331e+06
379.68,-832.176,207.098,321.926,456.892,-34.868,-385.446,834.574,-615.662,565.99,292.413,-803.414,527.701,-840.854,749.303,-742.723,5.56737e+06
565.993,898.904,-529.463,-748.414,-217.406,233.221,-428.538,-60.0354,945.198,-760.246,-359.447,496.583,-84.0962,740.66,-665.935,278.438,5.18173e+06
-649.312,-316.769,-979.95,-74.9896,-624.599,300.782,-833.991,735.606,-898.296,-793.042,62.5505,-271.151,-339.995,822.613,960.032,999.787,7.43207e+06
-113.864,658.18,-278.709,-664.787,-1016.89,-792.324,169.601,491.698,-496.978,32.8626,-922.448,493.619,92.3234,616.176,-426.093,-860.375,5.55096e+06
-43.7024,884.822,438.706,90.423,676.846,-317.365,863.504,-622.597,-308.677,957.781,24.3922,139.487,-537.213,-600.917,-568.004,-306.389,4.77664e+06
766.199,53.9251,387.116,483.323,395.375,-449.725,-761.238,-49.582,-363.134,-1005.91,-828.946,-915.88,-926.305,-642.652,-980.423,-563.715,7.13386e+06
44.1451,-335.575,276.684,-348.21,382.273,719.458,-755.507,720.078,-368.068,-30.2692,-229.008,976.177,-660.223,-101.53,1011.87,686.494,5.1487e+06
-628.353,82.6451,-565.071,-272.595,199.387,-653.874,309.328,-663.88,-395.13,182.949,-922.738,234.077,823.864,859.034,-94.0564,1022.48,5.36597e+06
190.595,775.877,-814.2,265.382,-837.954,-469.421,-930.461,-23.9936,-736.592,148.688,-905.038,700.8,857.968,-962.519,-555.675,938.361,7.88743e+06
-791.814,-553.379,-719.896,508.007,-319.794,-1002.37,-831.919,667.599,253.789,861.201,562.65,161.406,-784.63,445.853,-459.404,415.781,6.30152e+06
892.921,833.513,693.568,-71.8693,371.036,865.797,4.14564,194.962,496.964,153.532,-637.91,-847.45,409.132,112.45,-225.45,-649.465,4.95202e+06
746.649,328.323,443.941,722.251,135.153,-756.379,-30.2499,769.101,-512.399,-796.401,272.075,-55.2055,-92.6396,672.348,461.374,-5.8341,4.2144e+06
-299.856,-942.503,-352.547,26.7623,430.52,-1014.5,-641.086,337.558,-120.293,-693.815,236.958,183.917,295.793,207.457,531.317,-690.364,4.31817e+06
825.919,517.378,384.865,445.243,-53.1354,124.959,913.396,573.298,474.149,694.3,-865.246,-962.893,694.098,267.741,-275.519,415.86,5.66271e+06
66.136,616.139,-184.746,739.508,792.694,58.5331,878.736,-380.715,-539.59,882.59,764.387,287.377,-317.464,-106.411,-410.931,932.656,5.40195e+06
23.199,730.858,866.865,-65.6385,-15.5358,914.431,-832.283,387.738,-910.038,-277.158,911.661,-238.108,71.2987,978.105,-709.052,483.372,6.46105e+06
-714.032,-427.937,59.7647,-446.808,760.381,937.566,636.711,-289.667,1000.65,-113.791,-808.663,919.89,-956.295,-299.513,-592.33,-856.754,7.44635e+06
-120.512,-123.287,607.464,769.919,656.025,171.765,-457.532,795.194,-377.571,-937.555,686.851,787.068,140.936,139.75,842.461,751.083,5.71928e+06
421.309,-563.814,828.958,529.421,1013.63,21.5516,-616.356,92.0026,-520.609,-241.686,-979.771,580.039,-732.377,-587.986,149.341,573.49,5.73845e+06
-797.226,791.666,127.273,249.299,964.212,913.828,195.502,-173.205,946.503,-28.7149,-399.892,480.445,-836.98,284.352,40.0844,937.509,6.12319e+06
260.469,-674.795,-493.626,-412.568,444.061,-125.488,-174.039,880.509,657.162,571.381,-513.61,-401.933,3.57977,410.011,138.797,-237.035,3.38302e+06
-126.952,658.216,123.009,-985.236,33.9722,22.6797,987.191,951.802,830.456,-956.06,354.305,-783.906,692.414,1015.09,324.887,743.29,7.82908e+06
-32.7228,401.85,-439.081,233.095,-723.999,182.162,864.75,-598.611,822.701,-414.084,597.934,988.041,973.9,973.011,-352.784,228.627,6.32727e+06
759.837,-316.291,-211.96,85.403,645.576,-183.68,769.659,686.503,509.109,-40.21,258.011,-462.027,-680.543,-753.506,165.921,105.901,3.85444e+06
609.544,-806.399,-60.57,-974.799,-409.029,-132.773,-324.711,430.911,540.617,702.959,-520.664,299.76,-545.929,-733.327,-501.573,903.377,5.5028e+06
-794.049,-390.38,188.299,13.3326,153.28,543.563,-104.52,67.497,238.683,419.723,-917.895,-719.596,370.091,1014.1,647.028,647.543,4.74998e+06
-305.752,-520.053,309.483,839.95,-293.213,-135.321,34.3923,-2.25605,-804.22,904.748,437.571,-443.658,449.519,541.645,73.5282,889.487,4.4166e+06
-107.639,281.147,184.438,798.255,471.78,-898.02,-487.14,-368.861,-945.241,-103.382,518.898,985.511,-740.233,1010.34,582.366,-857.967,6.95304e+06
251.71,453.758,-915.308,677.696,295.613,1013.86,-866.659,8.74713,-363.927,-303.157,-93.0021,564.795,-297.867,-816.279,811.012,174.164,5.42802e+06
394.678,-679.443,123.805,829.285,-829.672,419.233,613.352,349.83,251.09,-858,425.972,-980.16,605.921,401.405,-885.556,666.076,6.3808e+06
654.876,-631.304,-810.309,-1001.32,93.5021,-472.714,-795.878,526.664,-100.422,856.087,453.198,540.163,-388.913,822.714,385.984,-995.583,6.83822e+06
502.885,-300.303,710.126,411.015,401.599,-317.29,970.071,-171.509,-802.238,-463.034,743.079,-354.519,-766.093,436.448,414.257,-818.398,5.40345e+06
625.652,21.7153,89.9783,104.494,-40.4607,667.117,822.105,-182.606,110.288,628.658,-173.21,-857.822,-271.637,-95.2206,-239.823,904.141,3.69805e+06
-313.317,-228.738,-881.853,626.533,-1003.58,-107.348,980.297,-864.839,-460.583,205.082,-906.778,32.1045,-604.382,846.728,-159.541,-913.803,7.0687e+06
-583.4,197.679,109.005,48.0896,-205.303,-461.511,-580.738,777.172,-639.515,-739.513,-53.6001,159.566,-194.025,-916.104,960.324,-902.652,5.1883e+06
483.524,-464.313,257.027,-197.643,476.494,330.998,126.27,878.607,933.083,1023.75,509.33,-823.377,-369.896,-134.006,101.848,-80.4457,4.70688e+06
116.551,-636.984,782.322,-880.027,568.767,-934.31,994.576,-573.905,685.863,1022.94,954.269,460.659,925.977,979.705,-869.578,108.201,9.54571e+06
663.088,124.109,130.817,396.864,-703.691,132.004,487.997,-565.456,-437.754,-641.728,-230.997,-604.368,318.517,860.476,502.938,861.7,4.55974e+06
400.964,417.044,-758.698,661.152,-858.788,-797.79,-247.508,737.744,892.832,-995.555,-233.313,-535.186,456.923,-808.711,353.914,441.438,6.63915e+06
545.851,-537.157,880.101,-368.28,536.998,894.59,810.786,340.222,-980.436,-959.99,-934.899,259.301,157.909,256.547,-725.03,-84.3839,6.80626e+06
620.842,105.43,490.906,-416.291,739.559,-362.909,125.283,-11.7301,-412.809,184.426,79.3085,-91.0377,-333.383,218.636,92.915,1.54829,1.89209e+06
600.068,-514.384,-384.244,501.22,-592.317,852.799,404.295,-521.048,218.642,109.384,-259.487,992.703,609.519,-31.0455,787.705,-64.5921,4.64647e+06
-204.221,88.3343,318.853,-859.515,-513.332,746.932,-970.994,800.641,391.44,-42.2319,-88.979,-483.865,-630.656,623.18,268.814,164.147,4.57769e+06
-947.599,675.923,-425.476,-476.28,-542.177,857.368,-2.80462,394.636,607.422,-484.387,767.802,-15.435,295.941,-73.7408,-481.044,971.848,5.4099e+06
-506.727,677.531,234.101,-555.421,-907.799,184.834,-815.059,349.778,586.755,581.451,-911.547,912.64,-970.822,700.767,-396.723,-844.4,7.37439e+06
748.116,217.759,245.864,763.137,-139.323,143.18,226.505,-773.906,963.464,-492.536,58.124,-626.405,-420.063,-129.272,697.059,-128.05,4.20228e+06
-21.2777,-185.838,-227.73,516.393,-218.692,-388.889,850.559,-708.651,-567.375,957.471,253.412,-61.3858,-1014.1,510.092,16.6726,-107.103,4.38538e+06
-102.845,72.9139,-109.339,961.707,924.248,-932.002,321.261,-888.156,-911.84,356.349,-705.872,-305.808,-240.359,713.973,-394.624,176.712,5.87245e+06
106.45,-96.6269,-702.162,-1014.33,-754.935,383.401,-534.493,-301.817,-988.269,459.851,-909.453,800.487,732.406,587.224,-259.096,-945.065,7.13401e+06
-861.417,-90.1314,-317.135,587.314,-633.884,-600.653,57.3334,-912.13,196.851,760.939,-815.284,813.672,-663.222,629.554,-153.993,525.064,5.87381e+06
851.046,966.187,720.284,295.396,630.375,-193,97.8936,-457.844,336.983,317.817,-810.038,-765.871,-585.805,-209.123,461.105,706.241,5.47336e+06
-179.459,-399.057,-278.687,-90.4492,-48.8743,-235.574,100.58,-227.63,397.609,291.219,-149.128,559.131,-132.633,-498.789,-996.641,-503.855,2.48862e+06
-481.046,-333.2,854.289,248.512,396.431,-50.6712,-636.613,-959.791,603.194,-237.665,-10.0339,524.097,48.6574,100.269,-925.727,597.712,4.54213e+06
-516.717,604.255,-789.394,-443.248,829.144,-97.8996,-226.115,397.24,-644.728,-803.968,-999.822,359.044,-302.267,-884.259,907.826,-655.902,6.67607e+06
-467.331,-241.988,334.632,-918.581,976.79,-273.136,-985.264,223.971,221.691,-970.995,889.912,-78.2543,696.919,443.105,151.16,-505.602,6.03305e+06
-340.581,-624.954,-396.612,605.231,-559.594,600.913,-532.773,445.314,336.287,233.697,709.027,172.344,-445.841,-531.627,-878.565,-182.515,4.17346e+06
-991.15,204.091,-821.747,-726.412,-886.094,-1001.18,-2.53652,-739.635,-766.792,-873.633,-989.581,-688.146,-610.601,-421.562,-907.487,-696.635,9.22516e+06
-399.351,334.645,-646.468,711.669,694.686,-495.103,95.116,-635.04,-781.386,-68.3031,-455.416,407.139,341.695,9.46268,-382.736,-812.819,4.24849e+06
-1014.35,954.613,-276.37,326.217,402.381,637.193,471.451,259.432,69.749,630.692,16.5356,521.102,471.843,465.029,354.664,363.204,4.35173e+06
788.153,-883.347,-403.693,-905.3,605.299,490.025,-131.162,772.157,-14.2401,521.645,801.964,497.226,-227.231,-92.7676,-792.392,908.708,6.28069e+06
-732.821,-390.132,-165.26,-994.544,-389.992,251.227,-134.973,692.768,559.723,460.126,934.22,942.022,-95.3056,-484.512,-161.167,839.7,5.67923e+06
-205.709,-125.275,107.464,498.268,372.738,622.806,-887.113,-573.99,584.769,510.226,-233.703,-832.527,-390.483,702.486,-399.93,-164.923,4.14436e+06
-226.54,-573.225,-658.695,-133.592,375.18,-80.0041,-949.669,-357.429,-400.307,-245.344,-730.054,-1017.76,412.683,-132.054,-421.06,977.156,5.11769e+06
639.264,-903.781,-351.993,677.532,998.95,-410.383,-428.346,731.568,889.503,-344.431,829.904,511.351,28.9349,-478.664,-558.037,-775.113,6.69581e+06
292.027,737.077,367.693,-19.758,307.914,-687.143,378.586,974.481,88.9632,43.1593,862.022,632.306,-469.699,-846.938,489.971,-991.905,5.73871e+06
1005.83,791.19,238.56,523.201,628.239,-990.305,-883.642,592.079,86.4384,489.097,731.775,-67.5105,-757.717,863.647,501.105,55.2431,6.83619e+06
572.993,319.206,-540.574,-412.016,-224.208,-534.967,367.715,-46.4456,297.243,878.991,-426.315,-152.41,-1005.03,-660.028,328.753,-9.99001,3.98599e+06
100.555,-925.924,236.589,-56.0862,-322.961,-5.42676,-702.276,40.2297,144.093,887.91,923.069,-1023.39,-259.537,792.946,-1.74018,777.809,5.5355e+06
813.27,-958.588,-851.642,-352.095,-469.081,371.797,675.445,541.168,-751.855,-647.232,691.255,-760.851,877.5,897.443,-784.781,481.43,8.00108e+06
539.977,-661.313,-665.185,-993.641,-968.815,19.9034,354.387,302.059,-919.719,319.286,88.5547,-221.237,-353.387,-699.152,-739.507,-988.623,6.45726e+06
-574.886,-398.11,-506.583,-131.212,978.331,4.14638,-48.1642,-838.497,-890.418,-878.487,165.181,-687.729,614.469,311.918,-873.895,-62.4252,5.73284e+06
314.59,-790.05,113.273,-246.311,283.361,637.356,529.917,-497.083,-981.448,833.835,141.777,-623.786,708.774,100.598,-402.978,-602.691,4.91706e+06
799.535,560.482,-146.6,104.116,-904.426,-982.238,129.936,536.114,-555.996,-268.828,-117.852,-136.711,-442.6,203.931,-887.589,-31.8274,4.51325e+06
524.793,-979.856,550.926,712.18,-63.7015,-511.685,-90.0376,239.685,-722.974,-120.125,-180.407,-48.8717,411.761,860.836,555.576,-243.641,4.22848e+06
-127.88,36.5528,1014.8,462.177,-655.641,883.715,831.648,-917.133,61.3217,322.61,-697.718,-106.069,-423.397,342.799,534.69,-438.927,5.38609e+06
181.665,617.168,960.522,832.907,236.002,-774.034,176.337,-430.345,-562.885,444.252,-901.278,422.697,-398.104,-677.065,-650.315,697.274,5.93267e+06
-508.808,87.2845,-682.475,-33.5696,-321.56,-985.582,-350.818,-569.592,-123.836,315.054,111.664,-456.015,-472.762,-183.437,-30.9425,-622.624,3.23665e+06
885.427,658.953,-138.572,239.183,-552.931,-252.406,148.927,-196.12,781.47,559.74,-792.521,-560.973,379.199,662.293,-689.309,-649.912,5.07159e+06
603.392,-440.561,-680.198,-712.913,-816.016,-817.78,78.961,-948.607,-143.066,-218.75,317.408,-449.837,346.137,-790.044,432.279,-960.854,5.99546e+06
-241.921,-636.114,-310.103,886.586,217.927,556.288,598.159,758.34,-816.898,-117.763,899.421,544.96,307.964,544.134,827.06,64.6772,5.50156e+06
674.769,293.823,511.103,-601.724,407.593,-633.721,322.133,304.595,-838.286,-446.129,-134.847,370.967,298.619,-377.46,-477.463,473.689,3.67095e+06
811.012,-160.923,515.893,100.291,-642.545,-750.861,-715.007,-135.742,-887.425,-70.1326,557.144,949.888,-914.054,-248.203,815.748,950.72,6.93782e+06
-676.614,702.908,-595.372,-710.311,-481.559,-629.133,-477.893,125.265,-370.613,-579.846,-429.609,249.158,736.295,543.449,-801.694,728.479,5.41395e+06
0.181687,-521.608,-356.978,420.859,-875.763,708.812,-875.272,317.019,-929.552,886.193,-392.733,974.038,-280.158,-728.992,-514.784,612.215,6.71484e+06
-383.883,61.2065,-206.747,215.647,-581.741,-652.5,562.21,557.387,35.071,195.983,588.905,697.586,-510.555,-499.552,-330.806,459.8,3.33561e+06
-760.704,627.149,506.982,-652.037,701.06,807.118,-923.075,-156.885,-250.834,297.581,-346.785,967.085,-354.268,-136.612,179.61,636.029,5.46182e+06
-41.4431,-810.033,-83.0689,535.499,-630.738,559.155,347.071,-49.0901,-413.5,236.662,731.945,-477.96,857.334,80.7818,-903.803,115.216,4.34788e+06
464.483,-467.155,999.14,731.807,-8.87852,-759.505,-814.727,527.615,-911.748,598.299,605.425,-518.18,-670.985,-320.911,47.5242,1003.01,6.87284e+06
-425.858,-701.524,-35.0093,474.274,-1015.66,-717.918,889.25,-322.266,812.262,159.926,-449.399,-127.427,356.695,-611.881,-93.0844,407.662,4.92143e+06
-935.512,711.128,-681.432,-240.438,260.443,341.847,141.168,82.5724,359.237,783.405,9.50837,-488.51,-249.425,351.388,97.0146,489.236,3.53066e+06
-160.283,-770.073,-243.324,-15.6183,-448.967,279.355,195.578,-192.372,-863.096,902.649,681.881,129.515,-613.862,430.116,437.712,-784.14,4.44292e+06
68.649,124.78,722.538,-254.688,-818.1,-479.681,-633.216,-121.043,-50.0955,179.322,-877.125,-313.11,-155.972,639.064,-45.6827,-724.886,3.78466e+06
189.468,737.919,835.037,-703.311,-726.833,-763.353,-424.736,-499.264,-107.186,984.856,-5.22648,419.423,920.233,500.159,89.3767,-1001.4,6.57832e+06
754.412,-124.146,715.813,422.936,-1011.24,316.123,-984.782,625.723,-103.702,758.672,701.206,576.114,652.937,-972.976,-608.324,-854.047,7.64219e+06
-128.82,838.929,-280.054,-609.89,-725.207,13.4087,-324.098,496.53,-203.862,-453.335,113.467,198.356,-440.768,-886.153,-902.65,-568.681,4.46564e+06
-596.019,-42.7664,-430.866,-1008.87,201.047,349.898,691.469,494.682,-702.224,-109.147,588.565,974.694,-825.911,71.635,-333.766,357.816,5.17451e+06
-443.011,-96.6947,-232.181,-406.605,191.871,446.91,580.816,892.613,955.034,-647.145,370.781,-422.697,-486.583,993.145,-289.77,818.595,5.41984e+06
252.366,167.678,-987.896,45.6813,-388.672,-650.753,-844.765,345.986,754.779,264.731,176.158,561.213,507.832,-693.121,-810.394,57.5931,4.862e+06
335.658,553.574,-216.079,-216.999,756.372,-212.254,311.591,-12.7491,-65.9847,-189.659,-507.163,-382.351,-1021.31,288.302,-287.121,-267.731,2.9515e+06
515.094,-417.992,-41.2258,760.657,-356.033,-457.08,452.633,48.0532,-866.229,380.139,-775.429,275.614,519.718,-279.591,-120.629,-226.995,3.54981e+06
380.508,-679.905,118.837,-501.143,710.944,753.131,-59.9917,-513.481,600.249,362.986,-986.521,-818.392,876.652,475.836,312.601,797.378,6.07591e+06
1019.5,693.073,-251.537,-868.986,974.777,-301.72,392.082,566.574,468.221,-724.704,-600.227,388.058,-990.901,476.292,345.343,-48.7203,6.43991e+06
572.325,719.308,622.147,402.457,-218.445,-82.7387,-4.86725,-780.747,553.323,-80.8657,-780,395.4,211.028,579.716,-394.781,-67.4768,3.67678e+06
571.061,-605.793,-960.988,226.984,848.574,215.457,523.15,-160.096,966.611,555.711,-111.848,-1.60738,-237.524,32.142,535.276,-656.077,4.76414e+06
183.231,-689.806,-623.01,453.567,-938.025,404.991,440.934,-263.373,264.729,-567.1,987.932,-811.102,305.391,-492.639,-348.032,-928.366,5.75561e+06
153.566,857.848,-846.795,-629.393,-877.215,210.36,-736.193,367.172,853.319,-1003.42,516.286,168.344,-765.338,-922.305,15.7743,-464.054,7.04531e+06
507.12,-257.788,-309.853,723.809,-150.88,694.121,726.739,136.128,-443.347,-675.112,-973.437,364.369,841.208,721.007,-166.601,419.831,5.15908e+06
-951.712,415.98,-233.33,-707.015,-219.505,-824.018,-910.555,652.101,-425.698,432.485,-831.595,-222.238,318.558,438.291,-293.486,-205.286,5.14589e+06
-215.275,-658.384,614.22,111.389,-267.175,635.482,-998.321,884.225,225.464,-899.845,132.749,-665.055,-278.301,-973.602,725.473,539.418,6.28653e+06
870.184,2.69757,634.665,-87.8973,-624.09,-326.914,172.238,518.583,76.7172,-539.128,-987.473,720.677,-790.319,63.441,-913.842,-192.769,5.25479e+06
295.242,454.633,-776.775,759.263,-915.17,225.204,-5.62584,187.954,1020.65,-812.148,421.568,930.428,31.2099,795.4,563.263,981.223,7.05593e+06
-504.125,489.666,401.678,-178.841,-388.646,-879.649,1.98279,-254.804,-769.63,229.344,-761.024,155.191,-899.672,186.168,-996.045,736.556,5.30401e+06
443.322,-875.662,871.433,-41.7101,952.898,-900.028,-701.197,433.157,998.7,726.939,-419.223,-113.262,-52.426,591.412,831.294,-245.618,6.94031e+06
-110.751,-363.258,608.688,74.0239,-683.127,802.792,268.286,81.3914,-674.161,-562.51,-31.7579,-145.737,642.409,359.937,-327.24,-592.092,3.50315e+06
881.364,-978.117,817.531,363.697,-476.011,-679.279,-348.458,-609.418,819.202,-832.443,486.246,-870.354,-116.211,-168.586,-409.27,-374.667,6.42298e+06
-33.272,361.587,10.5691,-152.543,-1008.52,-116.738,-887.126,-296.955,104.546,766.784,475.436,567.897,-1005.09,-753.59,-430.682,-231.34,5.0259e+06
-826.718,998.566,-828.7,260.945,719.948,752.384,831.81,727.733,-967.821,-913.994,145.401,734.158,-317.304,-486.415,-518.844,-190.761,7.71656e+06
642.194,6.04066,119.982,337.552,-177.015,-480.755,-821.424,-755.296,148.409,-1022.45,-649.15,-677.955,541.639,-547.511,168.698,32.8415,4.61974e+06
-459.291,287.035,-565.595,549.391,-489.144,-974.496,878.791,28.0405,868.586,932.169,324.792,289.114,-299.239,524.851,-772.273,-606.526,6.01894e+06
-983.332,-837.766,-664.605,56.2186,900.556,-82.1932,-951.308,-235.321,288.53,-962.526,-649.184,972.525,894.251,715.818,855.144,878.961,9.08484e+06
351.377,-259.966,473.342,-971.812,1016.57,-931.428,427.763,-85.2098,-370.189,72.9464,925.596,129.446,670.796,304.181,-839.503,-769.295,6.30584e+06
1008.1,-502.78,517.097,720.072,427.03,286.753,549.662,-936.31,940.599,660.934,208.991,49.7146,679.095,-44.789,203.456,-667.85,5.81675e+06
-572.74,950.029,537.181,-196.335,-271.342,990.002,-184.25,-98.5507,-457.789,-394.742,873.865,-359.467,95.7298,398.096,353.845,569.37,4.53052e+06
422.092,-944.051,-583.886,585.716,-568.086,-560.294,267.194,899.952,159.258,-657.388,-891.112,524.147,-203.918,-51.9128,-849.118,-57.7174,5.56637e+06
353.997,-417.03,703.921,-87.9108,599.486,348.304,544.332,275.645,818.207,592.381,-469.701,351.857,790.655,935.597,-679.252,-746.118,5.53895e+06
-177.148,-898.664,1007.32,-928.21,306.21,-271.39,108.655,-864.499,564.392,-950.546,-673.209,-129.133,-165.965,-300.595,-735.887,-387.198,6.14332e+06
-816.066,443.293,-370.957,-159.973,-553.72,811.754,588.127,-331.426,977.602,-922.215,137.82,-555.608,-593.553,173.064,518.299,324.938,5.33746e+06
-685.343,-66.1822,-477.02,-938.458,247.606,771.704,-747.166,-192.354,-754.451,68.9746,870.97,624.219,787.297,-39.4088,756.774,-805.234,6.39928e+06
670.428,-107.677,276.159,503.826,281.392,579.018,228.891,-797.278,327.15,732.319,-1003.34,77.2158,36.2782,-263.623,308.489,-470.862,3.9375e+06
-798.942,319.516,500.018,-430.211,13.8372,467.211,-524.342,293.359,564.553,-177.964,653.519,24.5979,262.515,-255.831,-967.135,162.591,3.62938e+06
447.441,933.612,-61.0806,-168.816,608.808,-840.632,-743.517,-257.864,933.986,-92.2208,-674.357,-312.833,-1003.12,-275.948,-33.2956,-33.1129,5.31888e+06
714.431,-265.397,639.672,-786.81,606.294,724.819,-744.704,-573.52,-71.42,-178.655,-811.361,-913.782,-640.205,-45.0243,-953.933,953.81,7.1477e+06
-863.884,-372.362,-984.627,-1010.36,358.188,-860.359,-747.987,311.343,860.358,-763.739,1017.68,-23.3563,80.9932,218.162,-86.7622,-107.432,6.83335e+06
-926.424,-591.911,-534.89,-483.756,1008.63,-444.601,254.447,846.972,-636.052,502.68,242.457,835.029,567.15,-387.442,-379.402,-189.065,5.79078e+06
-56.5051,-908.558,-696.464,-525.959,627.938,-1004.14,-652.893,230.134,-261.739,-173.929,-55.0214,13.8899,691.291,309.883,-795.892,-110.344,4.79383e+06
