Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Fitness
-397.854,-73.7933,842.705,69.8169,-271.023,-481.157,753.074,-180.284,464.623,-86.9578,-878.463,1005.93,793.707,189.103,-705.048,-344.897,5.07225e+06
-297.87,-858.678,-962.574,462.565,778.27,-40.4329,-984.387,745.529,630.516,659.726,629.712,809.612,-581.478,741.484,726.757,415.712,7.57269e+06
-726.52,431.607,518.735,739.764,57.2568,464.957,583.455,311.01,-440.533,546.221,-758.378,213.271,764.07,-871.559,-209.767,-868.711,5.44238e+06
436.671,-167.332,-800.876,305.763,712.536,-27.0081,617.17,618.118,139.693,659.984,-616.313,-409.627,409.848,29.4996,-86.2649,-74.1057,3.40964e+06
-524.279,-299.414,72.0971,366.018,-455.23,604.96,940.174,-222.347,-468.495,541.2,844.648,-542.211,-501.628,938.447,652.831,1011.21,6.11127e+06
895.618,-191.331,-867.732,848.661,295.712,-535.897,779.393,55.2706,573.401,291.079,-29.8263,-644.459,-240.736,-793.255,-762.141,-719.774,5.91312e+06
-109.385,230.811,985.971,764.623,-11.5148,257.008,197.472,129.275,262.964,-594.758,1007.89,101.488,-688.946,282.613,278.53,-536.979,4.11356e+06
-570.08,914.911,475.798,-240.336,727.548,-186.73,-572.475,-1004.48,-717.698,-263.223,-341.945,39.8559,-11.0634,-1007.91,-466.785,-496.105,5.53014e+06
77.5511,-10.4377,-99.3484,-419.368,242.389,-687.472,-929.543,224.613,-691.444,-805.177,-1006.44,761.245,-61.0477,979.325,-399.988,-248.197,5.54117e+06
932.989,929.205,319.257,-697.236,-709.678,-488.589,-441.154,-125.634,84.9426,539.536,116.212,-427.584,357.693,384.686,-502.939,-670.302,4.74771e+06
154.515,340.917,-924.732,531.472,628.607,-405.937,-482.281,-651.471,644.028,108.106,498.739,574.301,-101.032,-558.589,-542.566,934.873,4.99042e+06
-270.402,-600.54,918.551,847.902,-894.363,-259.726,481.207,273.883,-771.349,778.77,725.403,-23.0462,-990.224,-892.057,-335.325,677.196,7.24607e+06
-535.608,952.629,-992.77,479.987,-54.9679,-175.39,270.871,992.305,-1014.32,753.54,879.11,-913.298,-290.567,496.076,-506.762,-90.1549,7.30142e+06
-211.75,477.9,-882.302,-278.354,253.138,-426.934,595.252,27.3264,-228.54,-1007.84,718.272,631.39,537.735,-875.314,106.93,-463.333,4.99473e+06
-506.527,9.6431,-46.0224,462.064,-40.7201,-872.112,397.642,121.787,-231.127,-444.148,-647.925,890.837,898.58,807.8,507.606,299.816,4.67924e+06
952.353,520.491,-760.787,-841.097,516.732,26.4393,904.129,-724.183,-596.062,318.541,652.103,281.811,-590.448,918.011,730.636,-672.958,7.21337e+06
-920.891,-843.651,780.821,457.291,-799.759,641.374,-232.035,-861.209,396.275,861.482,-168.093,-469.486,-947.573,985.363,-268.548,116.338,7.32762e+06
-736.45,-642.526,-573.247,-622.486,-144.152,970.503,494.705,228.402,821.57,254.482,-434.382,55.8213,-490.131,528.028,-915.819,272.656,5.29472e+06
770.612,-582.405,978.232,405.862,-805.059,927.729,-823.524,762.264,409.436,114.666,441.592,-541.118,250.271,-975.867,590.334,972.966,7.80162e+06
615.958,479.776,833.343,-725.435,563.364,-9.40253,-789.438,-336.748,-957.867,5.2816,-581.855,173.237,-470.072,69.6401,-128.592,-601.592,4.77494e+06
764.124,766.84,258.811,94.5496,-431.233,690.291,104.185,662.567,-869.314,-163.954,-258.312,-960.951,-967.737,-291.146,-291.071,-474.352,5.46406e+06
432.552,-757.082,-564.554,-967.343,-1015.85,531.73,-407.522,411.154,-742.399,283.563,893.902,114.248,477.431,864.545,486.278,862.984,7.06502e+06
-96.6952,-73.9037,-231.582,-70.2949,-664.197,992.322,-487.292,84.7523,-990.254,384.437,196.543,315.19,799.826,857.38,-214.74,-570.159,4.75645e+06
43.9243,954.396,-915.422,-401.162,-423.602,291.248,532.877,560.11,-954.764,448.75,-458.829,703.099,-638.529,691.854,-126.846,288.215,5.57717e+06
686.278,364.218,660.089,-261.954,-101.029,325.743,798.724,371.273,-403.996,259.195,-514.187,-303.005,889.275,-766.002,413.796,936.697,5.01298e+06
-761.203,30.1302,-470.027,910.178,325.3,575.111,947.176,-1007.58,393.009,998.073,746.106,-819.121,829.286,-905.765,-188.994,653.536,8.32791e+06
282.301,-155.967,221.99,373.538,339.421,1000.3,-1008.81,498.278,-418.128,854.308,857.57,-1014.38,-614.721,-457.828,-115.466,-423.641,6.12417e+06
-418.704,824.216,-531.418,-604.47,-436.939,1014.25,-993.109,589.377,-143.021,-1005.01,196.24,1013.76,-340.129,-310.257,-493.527,-615.361,6.98675e+06
-861.442,55.0122,977.53,120.547,-656.764,-302.509,-858.258,119.778,-900.386,-27.2259,-508.055,-789.514,-22.3117,654.564,863.596,-281.218,5.93594e+06
-207.992,813.901,825.335,-585.292,515.824,-217.7,-137.356,-401.796,355.874,-674.713,-125.172,238.747,276.02,167.733,-970.61,-943.313,4.81416e+06
743.025,-395.464,-805.964,339.391,-482.28,165.37,-767.302,421.209,-613.165,708.215,393.308,-284.328,430.679,643.976,400.009,-135.771,4.39121e+06
646.264,722.703,-548.457,454.12,-175.88,451.431,-550.098,500.897,-282.411,-523.195,761.197,-610.298,597.409,337.299,-454.91,-310.867,4.31499e+06
-770.439,35.8376,-950.555,676.53,997.788,76.0337,36.7024,-261.147,-228.173,916.6,-102.902,-340.525,843.597,-891.643,-823.239,-916.096,7.0696e+06
602.395,-45.2722,-861.4,-463.822,865.967,-588.073,-109.982,-463.267,-18.2885,-218.152,-28.1255,-787.107,366.694,947.404,872.776,-682.987,5.57314e+06
583.925,-855.406,-930.998,-418.009,18.061,-70.2853,-682.316,96.0923,-177.502,487.455,249.509,-366.659,251.255,800.19,895.455,-139.606,4.58498e+06
382.61,345.418,148.66,504.047,250.186,-263.61,-844.747,125.463,-361.287,212.408,-329.09,-187.252,-628.175,824.839,-732.075,288.969,3.41686e+06
-872.561,765.152,802.893,-972.77,-361.472,956.182,605.795,-390.705,960.013,468.454,-813.104,-861.363,456.569,-708.328,535.094,-659.058,8.4775e+06
578.822,-140.395,224.019,-575.991,1017.06,-898.221,947.997,393.691,-792.026,-881.519,-207.321,-15.8595,64.3897,286.703,587.819,64.7174,5.5154e+06
-56.8423,-264.19,-367.508,-633.762,-525.825,-987.806,-121.767,250.38,815.013,938.029,286.018,946.226,856.007,-141.561,-670.856,479.02,5.89321e+06
-534.068,957.454,1004.28,54.6702,-572.196,-615.079,238.323,292.343,334.182,-625.817,-832.273,-924.794,560.556,-140.044,-469.781,-381.786,5.8132e+06
614.442,-143.92,-961.856,220.37,-704.77,471.618,566,1005.04,649.826,-67.9608,21.2605,-935.849,326.488,209.973,168.368,649.861,5.32621e+06
368.453,464.283,834.033,-57.5406,-453.079,-831.399,-764.626,-658.888,-168.713,161.207,-725.086,424.398,-873.454,553.168,835.841,602.931,5.85708e+06
978.42,704.731,-444.063,-814.679,-618.191,-417.312,-212.64,192.13,-248.08,-884.603,288.198,-82.4069,-560.009,59.022,-503.69,-667.928,4.90427e+06
-447.672,-853.883,576.244,-891.854,1023.07,485.111,-175.326,140.518,-682.427,765.237,276.061,-853.775,995.861,958.561,407.777,-258.641,7.38982e+06
981.852,369.59,-645.524,873.772,239.285,161.054,634.273,833.448,-95.0066,-4.38367,-803.668,-374.954,-844.158,961.157,-759.397,1000.99,7.4717e+06
848.408,830.634,629.361,555.703,-902.631,712.81,-918.864,-593.985,-208.864,-546.579,-395.423,58.6815,-807.598,735.536,-931.484,547.105,7.49722e+06
626.704,-658.942,597.642,653.351,368.857,-473.754,-21.5339,803.68,774.789,177.73,589.957,-913.129,251.016,-808.462,-607.974,-949.066,6.41872e+06
-832.496,-601.386,722.735,-628.287,-186.871,312.577,-53.4764,601.331,-368.323,389.442,215.31,469.226,-952.149,490.941,465.112,-384.675,4.53486e+06
789.91,837.47,-344.673,-798.793,423.531,-313.624,330.177,-0.0141436,454.123,-103.934,-535.622,-32.1752,331.6,120.521,-847.102,910.929,4.64591e+06
-152.666,22.7023,831.786,-958.44,-527.646,48.7642,956.428,292.746,32.7773,803.807,-365.286,-572.486,771.235,-409.266,65.0062,-922.727,5.64203e+06
-474.623,736.714,-153.093,728.756,-875.069,26.3047,-559.708,-1023.34,-914.936,-1023.56,129.044,836.174,889.074,39.4362,122.021,163.924,6.88399e+06
-408.499,188.184,-900.669,783.502,240.121,-390.458,384.298,-436.731,323.712,638.643,106.166,-116.591,-691.518,144.677,-595.839,-490.804,3.80866e+06
-875.661,-165.005,822.416,-601.434,934.047,-998.868,-867.99,534.261,-194.885,106.945,-588.138,112.543,-280.206,861.989,-367.772,1012.32,7.13082e+06
-318.955,-139.217,-40.0442,623.391,-327.613,313.053,943.601,365.068,-56.6743,128.086,1018.35,-514.176,431.667,680.459,978.888,-192.816,4.70626e+06
76.9063,-624.389,-912.457,489.107,-60.5918,-658.709,332.947,-750.419,540.534,633.501,-817.139,-522.055,591.2,533.297,788.239,366.44,5.60259e+06
-420.075,97.4546,-316.086,716.01,258.7,728.593,588.297,821.481,326.027,-756.353,-162.905,518.553,206.108,43.9296,208.932,936.169,4.35565e+06
-954.998,-495.004,-831.899,93.789,446.653,558.631,103.049,-985.673,175.179,-479.821,815.536,291.684,750.591,736.974,-801.393,-729.312,6.64353e+06
-524.607,-762.056,-264.219,-20.6941,-783.597,-18.9771,-207.995,939.441,-766.29,70.2032,-984.524,-802.494,-145.915,-348.597,-766.272,832.888,6.09565e+06
-296.301,420.413,206.51,323.914,-611.413,282.653,-270.294,923.667,-695.07,-425.307,535.773,-524.689,-65.5327,-834.975,922.605,-399.523,4.73091e+06
-123.015,846.789,821.366,938.984,458.206,-603.156,490.221,408.869,-907.582,946.843,739.804,965.695,-10.7273,-986.742,639.324,470.832,8.07418e+06
6.64679,933.826,880.604,-853.631,251.162,650.112,-764.111,-752.395,841.003,-727.535,-362.093,-928.472,501.54,877.127,826.53,174.491,7.97636e+06
629.049,250.325,11.5168,78.5499,510.735,632.851,295.711,741.114,787.118,-560.015,-761.798,-469.658,215.108,507.912,-802.017,-526.398,4.72151e+06
-248.202,170.94,4.77188,-273.747,-370.865,318.222,384.747,-860.329,968.651,535.976,946.443,876.95,-881.543,931.236,-761.2,789.027,7.02958e+06
863.072,-65.0594,331.085,-21.1049,514.434,167.364,-814.538,244.388,-545.101,957.982,-108.233,-503.699,519.474,371.677,-766.191,-70.1837,4.35545e+06
539.22,-588.21,1022.89,-783.675,-725.984,345.291,384.301,-442.131,921.709,-767.318,887.177,303.317,-228.724,-303.928,-486.394,-963.816,6.9144e+06
706.255,409.798,971.932,23.5771,500.027,285.686,-873.687,-256.755,-499.332,-996.11,954.969,816.974,-731.536,673.143,-1010.66,-398.822,7.76272e+06
-774.112,-163.654,-285.973,281.245,607.078,93.9291,69.1775,796.524,-632.569,739.672,-260.87,-673.085,-973.774,823.584,-709.159,490.811,5.64233e+06
-624.606,795.549,-214.237,650.145,378.883,984.643,259.834,-674.357,735.105,-931.513,-885.135,-387.095,-243.539,-594.909,825.077,-943.306,7.45232e+06
-496.141,-863.258,288.695,-824.3,-859.581,-833.131,-429.579,689.168,-824.044,-772.878,-479.033,497.826,36.1956,-947.147,73.7182,-36.6822,6.50567e+06
-492.776,311.078,214.663,327.606,-855.38,-37.7039,209.903,522.384,-649.105,-698.332,289.047,-226.513,1021.36,-858.973,195.812,997.187,5.40079e+06
-319.625,273.823,906.69,-973.563,-519.456,828.203,-315.665,-599.126,44.236,-255.024,-655.871,-103.622,815.873,-983.266,-499.052,-751.61,6.31589e+06
750.54,-49.1052,350.221,282.061,-104.307,806.266,-63.5697,-569.323,339.542,-973.391,-142.136,-793.197,-128.955,-402.336,-399.007,-334.388,3.91889e+06
187.946,-223.442,858.878,-485.123,15.5429,-576.132,-222.956,-836.636,825.246,363.027,-555.586,364.098,806.718,-977.761,721.863,-164.258,5.54918e+06
223.89,958.783,-988.439,860.197,133.684,-1.54952,160.594,417.411,237.994,356.251,726.162,-318.85,-19.0767,-786.862,-1001.32,616.873,5.7196e+06
816.521,329.301,-346.286,-5.89433,580.411,-535.009,-640.113,-349.119,-626.698,344.173,-424.315,-897.487,-482.058,-590.907,673.667,99.785,4.59205e+06
509.429,-176.378,-271.132,307.875,233.549,-82.2584,635.877,657.891,-525.956,-867.44,176.961,609.259,967.402,210.74,-178.501,359.396,3.93047e+06
-588.426,-283.365,422.833,720.703,-497.481,-29.0404,9.15406,-975.695,-461.753,533.274,765.712,-178.089,-104.673,573.099,-648.276,684.801,4.66954e+06
-625.796,398.768,39.8025,-46.3948,174.801,-461.803,428.472,346.305,760.378,294.23,-743.521,-717.108,-668.106,991.949,-174.704,127.415,4.31077e+06
104.128,1007.75,948.622,-339.116,-422.202,-500.827,551.164,957.994,25.0916,325.645,-918.3,268.871,103.54,151.721,961.933,-173.426,5.70341e+06
-996.713,64.2653,654.392,-549.185,-614.95,134.109,-755.653,687.737,-546.215,-416.022,227.134,-70.8435,820.61,-195.062,631.453,-447.645,5.00629e+06
187.502,154.576,-403.421,421.238,70.0378,862.637,-718.191,-382.913,530.071,738.695,-564.491,429.301,167.414,286.137,-572.151,-515.994,3.84398e+06
486.226,909.867,-374.506,853.063,-261.644,391.452,48.1303,-119.478,-258.31,805.484,70.2772,-63.4435,-606.386,112.132,-955.783,-997.718,5.18446e+06
-592.758,-932.112,-79.7495,986.9,525.451,323.871,-988.772,852.245,474.019,250.732,649.188,481.469,200.616,472.935,578.889,737.198,6.36895e+06
-407.681,345.356,-752.686,287.103,416.322,-766.797,473.03,389.407,938.192,-210.58,71.5188,-61.1076,-253.427,-883.471,915.964,826.448,5.37148e+06
-544.794,16.4781,243.173,798.5,-356.278,611.25,871.088,-691.642,150.834,367.407,-553.633,-1004.95,989.003,607.39,-270.403,126.408,5.64204e+06
696.427,-100.298,-517.269,188.909,-787.028,-3.35008,157.838,-270.401,458.695,862.354,-241.81,-481.897,216.175,218.319,82.9048,823.79,3.54058e+06
21.7626,103.526,-274.337,822.118,-771.28,511.46,371.378,633.015,-477.927,920.358,188.65,588.599,-84.961,-806.22,550.78,-965.944,5.50871e+06
-243.414,-967.51,264.323,-776.665,906.752,-542.248,304.364,-276.19,-851.511,849.519,345.108,306.784,-466.045,727.337,-374.883,177.962,5.53212e+06
-548.533,318.305,-568.329,177.006,111.373,-237.549,374.679,945.969,898.903,244.975,682.166,403.719,488.29,503.907,481.71,920.635,4.92911e+06
343.756,-475.892,-232.955,-580.011,-752.84,450.453,-537.734,-504.58,-609.166,-155.368,-373.811,-747.759,-1019.3,47.8049,-750.084,-988.105,5.72323e+06
-835.98,888.412,137.442,506.456,-963.809,221.863,522.437,-62.3062,-17.2776,869.812,-602.296,75.1345,50.1853,-778.964,-254.988,969.756,5.75868e+06
833.032,517.852,-804.241,796.862,455.446,302.67,-585.755,422.387,17.3164,798.686,636.261,922.922,1018.04,604.609,117.779,265.217,6.44559e+06
1001.39,680.468,-343.145,-954.635,-720.328,349.75,-384.366,-514.999,208.988,379.21,676.149,618.184,212.642,472.461,396.317,-969.808,5.94205e+06
516.098,-586.543,477.372,190.93,802.239,333.243,169.839,-75.7007,-38.2038,51.2423,-123.768,-269.317,-64.8695,-811.406,-669.583,712.434,3.37455e+06
474.479,444.573,-150.648,893.822,116.04,-334.65,-701.901,-27.0788,-143.875,-895.56,-956.221,250.822,-964.596,-396.478,1010.26,711.707,6.27822e+06
-490.644,-929.016,329.29,-407.375,332.218,349.829,-159.573,649.811,-601.549,-334.333,-659.03,-695.049,581.92,238.125,266.935,757.615,4.49042e+06
-343.934,213.137,134.83,-528.213,745.442,-129.764,-127.08,190.518,-168.45,1019.99,899.66,492.741,608.541,421.831,463.681,839.818,4.67553e+06
-366.38,-17.2541,762.75,-1019.78,-348.768,-436.08,-79.1355,-262.928,-302.449,-972.23,-641.504,-562.681,457.592,606.032,268.179,664.425,4.99853e+06
962.955,-7.12162,678.527,790.331,-133.863,245.854,-922.028,1013.22,-3.31661,68.4752,1023.88,840.512,-513.688,-973.326,-329.196,194.083,7.08439e+06
-967.529,635.429,948.577,557.32,657.724,203.345,-1003.89,750.217,652.735,-829.581,677.348,49.8829,257.408,458.313,122.644,-295.676,6.54942e+06
-617.117,546.167,-59.9764,-963.822,356.579,213.069,-793.442,393.713,-887.526,-324.776,-657.792,663.256,-858.179,106.035,366.429,-29.8176,5.21758e+06
-757.634,96.1747,-732.679,819.665,37.9625,-672.951,-263.626,733.747,-457.912,-746.132,-611.183,830.295,286.95,349.839,112.84,77.8098,4.90708e+06
-130.37,137.75,636.922,-480.255,-93.9918,808.169,370.575,-160.291,-40.7752,7.83726,-21.9828,457.012,-607.072,133.724,301.281,414.805,2.35771e+06
105.496,-607.093,-726.11,-634.313,765.175,675.99,864.272,618.19,-367.658,175.438,746.362,771.429,-204.721,531.061,-389.138,275.966,5.35064e+06
-63.3018,-573.063,385.61,959.997,-239.933,-876.522,5.61565,916.357,-769.173,-119.366,249.447,-311.633,110.627,-492.144,106.208,432.395,4.28639e+06
-135.243,501.92,-740.447,260.688,-424.67,562.143,-69.9345,255.803,456.048,124.632,-273.729,365.529,1009.89,804.029,568.278,964.643,4.80514e+06
-673.563,969.045,-352.925,-500.516,840.095,962.626,-502.906,350.168,705.699,-529.313,746.121,55.9907,961.948,372.142,-198.326,-326.978,6.32396e+06
153.569,-485.109,122.972,-439.406,789.029,101.434,-48.9934,-489.805,-617.099,-558.6,-175.974,182.305,-923.086,133.497,166.976,-194.938,3.03524e+06
671.781,184.859,-629.935,505.053,-882.625,-256.767,123.597,-694.077,42.8208,152.39,-843.052,-193.893,334.767,-904.124,-624.498,380.9,4.71743e+06
543.719,-181.286,-382.562,-323.285,885.229,685.927,845.031,166.578,496.071,-538.204,853.866,185.67,-588.327,-841.52,-9.83806,-308.06,5.02406e+06
622.707,-333.746,-149.61,-905.515,-38.0482,-687.46,-326.271,45.4815,285.802,515.31,948.57,-292.574,998.716,552.992,-811.097,-5.08634,5.218e+06
-974.507,347.181,890.615,-25.5695,-119.457,137.98,754.986,175.811,243.179,-88.9616,-336.872,-382.295,-533.632,1.51791,878.912,-33.1242,3.88345e+06
1022.54,995.582,-145.604,365.958,-269.981,832.174,-608.103,-381.187,190.845,-729.742,169.636,1001.18,91.0067,-130.238,553.395,-981.576,6.36762e+06
-996.73,212.46,685.225,-881.921,-271.127,148.374,-674.435,382.597,-129.16,682.232,1010.12,-1001.38,368.6,-462.867,183.837,-176.982,5.90332e+06
837.858,-281.271,-790.081,667.619,-831.671,97.255,-499.952,139.735,161.986,-787.479,785.527,438.874,-550.388,770.061,264.588,-955.013,6.15583e+06
22.902,228.925,852.079,-788.107,66.9842,-419.261,462.178,290.671,-618.338,-461.356,-910.522,-667.788,682.663,210.932,-276.355,-145.363,4.3568e+06
773.789,913.158,-25.812,-463.904,-297.63,-332.092,553.025,889.514,-449.46,414.96,448.035,-597.514,412.446,358.983,786.694,-201.439,4.83498e+06
792.005,348.33,-825.894,-860.356,446.862,-239.407,-119.919,516.999,-572.128,-951.928,-753.59,254.532,-94.5192,-243.71,847.491,532.243,5.64578e+06
422.492,748.563,-808.458,575.644,784.186,361.79,51.8615,-1012.19,-955.005,69.0983,134.523,-643.677,178.42,-244.351,-487.157,-332.729,5.28585e+06
-425.738,31.7452,-915.673,932.355,-827.616,887.973,-20.6008,-264.576,-593.769,-726.201,655.83,76.432,200.007,-261.111,-224.232,600.219,5.26865e+06
-831.886,383.932,730.095,805.705,-1015.87,-721.822,856.254,648.743,148.571,340.907,375.721,-28.5605,835.532,-347.45,-515.726,-20.9908,6.09438e+06
-863.136,-9.17834,-498.325,921.902,1006.85,564.149,-36.6279,-973.487,601.248,-598.361,774.938,177.922,-475.815,70.3951,-60.1288,-384.402,5.85895e+06
-617.379,313.28,122.121,903.161,-905.137,455.252,-1017.54,-229.236,641.024,-745.592,589.112,1017.99,-936.471,398.329,-16.9644,142.622,6.83098e+06
52.1233,-624.259,489.035,-935.698,463.795,-462.426,-351.55,-928.559,569.263,65.6593,761.246,688.188,396.063,69.7313,-633.271,829.831,5.55487e+06
-359.453,-780.385,173.312,773.216,-834.339,595.498,-802.522,-977.063,-921,-122.936,607.996,-723.274,12.4116,-57.7977,653.317,930.006,7.06707e+06
-745.041,1011.99,162.927,694.24,-791.036,609.014,586.085,998.361,-225.532,689.015,-226.114,-799.335,392.038,-76.8382,-925.72,4.19843,6.6569e+06
62.8257,-12.6217,-597.715,-592.253,-856.386,639.569,786.009,4.51016,718.732,256.058,402.201,652.765,-326.878,355.484,805.567,-623.76,4.91383e+06
-352.057,877.177,-621.677,-516.295,508.773,884.362,339.279,94.1843,746.648,-383.552,-673.755,-433.896,-92.1857,405.449,-37.1889,228.154,4.28464e+06
550.076,330.846,-137.402,-399.903,359.03,-857.155,-318.657,935.347,880.936,709.983,-601.817,210.04,463.513,139.346,-506.298,-992.876,5.59383e+06
909.976,-827.926,516.706,587.09,820.304,201.373,-998.357,497.21,-290.514,197.868,162.796,171.536,342.422,-772.107,-294.35,-1002.66,6.06759e+06
-120.729,596.73,338.051,-941.413,-844.416,-950.408,-890.318,-176.622,-645.361,442.463,351.144,95.8482,560.551,20.7133,-918.971,614.314,6.09287e+06
-562.238,549.514,-437.568,448.266,440.294,-989.314,842.56,175.629,748.537,961.559,706.165,32.1705,296.229,31.879,-486.852,-368.909,5.37052e+06
-927.706,-207.876,-577.841,153.832,-364.062,446.322,-1011.54,-959.91,-253.817,-437.05,465.333,-804.749,225.098,492.741,-843.213,-367.232,5.79684e+06
665.146,734.885,516.884,694.745,-413.704,603.861,42.9224,-617.885,-946.302,606.352,337.083,-720.796,-694.907,-828.211,-575.857,-397.968,6.20697e+06
305.158,-331.592,-744.093,716.928,345.148,571.459,438.709,123.076,113.565,-67.8823,512.352,208.44,886.768,-736.304,531.893,-232.775,3.91325e+06
249.217,-299.62,280.27,283.651,-939.594,-329.593,928.634,493.03,186.53,8.06622,-759.671,4.50538,-503.537,921.468,458.68,874.989,5.09864e+06
728.877,581.922,-787.175,623.475,961.996,1021.94,1016.95,843.657,579.218,820.517,-28.0008,-828.887,395.03,771.062,-748.92,-1021.19,9.64495e+06
-864.16,-370.301,-146.305,18.9839,-128.556,308.65,853.54,-239.098,817.933,-144.805,-824.053,857.416,-769.169,-686.899,585.664,-715.995,5.8266e+06
-17.0961,42.4295,-663.604,-44.5977,-993.697,-618.84,-914.127,413.569,-882.187,-598.163,-260.533,150.242,850.192,141.386,91.0085,-847.03,5.51674e+06
631.422,-619.275,-389.425,226.637,221.996,-579.07,442.581,-988.662,867.295,-467.558,-356.213,541.206,662.281,598.672,-601.308,-82.3141,5.09932e+06
-781.358,-678.438,168.651,296.985,-304.126,-718.718,-445.646,363.121,943.878,228.259,709.706,-231.279,680.89,-561.104,-891.313,651.597,5.62475e+06
-485.315,403.593,675.062,-58.1415,634.817,-945.762,268.533,-221.426,365.398,441.137,-515.373,-281.524,-424.14,452.657,592.564,429.549,3.86973e+06
82.4063,727.12,-92.9775,200.894,340.779,-119.138,-372.43,651.837,407.64,-955.764,-344.303,313.774,124.641,357.555,-200.512,-803.778,3.40488e+06
742.036,-13.3259,938.825,527.023,-178.837,-148.631,984.61,-257.161,676.242,161.545,-429.766,-782.583,-632.97,229.089,-371.814,-102.833,4.68223e+06
721.162,-389.83,657.981,-635.732,-420.233,934.492,-609.861,-452.515,-490.72,988.012,489.761,-287.872,-674.812,329.325,648.635,978.969,6.61849e+06
-475.618,-1006,169.79,706.297,265.476,463.13,-144.243,-804.067,751.671,504.891,523.797,884.208,256.694,-1020.87,54.088,429.284,5.88975e+06
332.261,789.313,-613.636,-63.0276,996.804,-186.809,458.424,-341.705,-654.779,-369.385,367.315,904.35,887.778,-775.803,-162.244,509.152,5.66306e+06
177.388,-667.174,-654.222,-164.136,-65.8696,-771.713,473.686,664.791,-630.681,416.923,605.275,-274.917,-909.58,171.304,673.805,-406.847,4.68762e+06
-541.793,429.896,-644.579,243.313,-657.118,884.549,94.7832,949.161,56.5698,-751.954,-871.256,-934.824,380.903,365.399,-387.917,753.898,6.27636e+06
880.124,791.33,-360.569,-989.843,776.088,260.413,786.878,-363.699,605.899,751.502,984.445,661.196,-413.419,-109.792,33.3669,754.643,7.02414e+06
440.775,-546.71,1004.27,167.511,591.97,894.726,53.9168,126.597,-347.03,-951.219,811.028,-22.1094,972.34,-278.533,23.061,835.045,6.10418e+06
-60.6271,116.449,499.635,456.17,-939.18,-979.335,707.233,-189.938,-530.15,393.339,178.075,-46.9083,-406.172,617.946,1020.02,791.034,5.53519e+06
-1013.07,648.085,60.3115,653.172,334.766,-134.221,443.351,829.52,774.116,824.552,969.353,-155.312,-256.631,436.937,65.4256,405.278,5.55973e+06
547.329,227.346,945.783,671.661,-577.18,636.577,-744.91,779.076,-619.303,-659.489,91.3077,301.321,719.184,-525.375,738.741,541.432,6.14703e+06
876.747,852.747,-48.5451,764.662,439.209,-24.3014,768.26,-852.399,185.09,-237.427,-424.158,725.41,262.52,782.366,-446.458,98.7578,5.2803e+06
951.602,-230.54,-713.448,947.762,971.059,-599.855,553.837,9.1717,83.9177,188.001,471.946,329.723,479.424,275.515,355.833,-637.444,5.18826e+06
-848.108,462.61,-792.693,-253.7,-427.359,822.615,519.178,128.783,370.121,-80.6616,-865.406,147.411,-748.645,-2.05488,-823.968,21.6874,4.92569e+06
983.721,-687.278,718.126,-482.925,194.177,531.727,765.934,705.163,-786.661,948.296,384.718,-839.897,-450.729,-562.583,664.971,598.798,7.28539e+06
-893.496,781.181,-255.194,-776.586,695.471,146.112,739.996,-1008.39,-964.332,-883.584,-636.672,-299.009,-485.463,34.8655,748.038,-351.025,7.2715e+06
298.071,-743.344,56.8872,323.565,511.96,359.649,-974.482,-977.528,-725.871,522.635,-785.974,779.973,-512.014,859.723,-454.505,-386.578,6.42958e+06
-361.412,411.458,253.278,-28.4222,-856.927,51.5901,-31.2646,450.508,-471.52,-441.049,-302.008,-223.26,-698.724,-704.637,219.584,-857.44,3.63207e+06
863.503,-572.403,854.751,143.29,803.91,-636.575,-848.058,857.554,-666.354,320.727,-391.162,86.6394,-6.29317,-496.761,-454.116,-702.622,5.98482e+06
-654.887,-873.602,-664.872,-942.342,-33.968,-641.714,-579.033,529.12,-272.073,-880.64,692.161,655.217,1020.54,-51.1293,673.347,244.867,6.86586e+06
177.788,932.927,-708.268,-16.7329,-173.241,753.857,-309.141,369.652,19.6391,-196.234,814.961,-492.571,592.329,-1000.08,842.127,-725.297,5.76648e+06
137.521,-705.924,-259.053,451.202,1.69428,660.576,801.286,329.138,-648.341,986.588,399.331,997.52,-709.405,-474.815,-392.212,-467.108,5.6238e+06
60.4874,646.835,766.589,-211.35,-754.267,810.713,45.8964,748.689,427.401,-24.4364,-97.0803,-528.497,-134.501,261.655,-885.631,339.947,4.30187e+06
399.522,-561.036,-154.82,305.01,-1002.13,-468.267,-185.01,773.154,897.002,-906.915,-363.412,184.951,-18.3104,378.991,-527.026,994.223,5.65059e+06
-922.225,-616.722,514.382,-880.304,151.916,-492.365,539.453,658.13,818.145,654.731,522.373,-897.124,-832.788,-623.47,-1.45308,-356.773,6.64548e+06
730.708,-879.8,-81.7883,231.064,-745.519,-922.798,-204.244,89.6278,797.408,794.238,256.548,-486.431,-236.283,-827.332,-439.668,-877.892,6.09878e+06
-888.92,-136.719,-1011.85,-341.187,-63.2555,278.569,662.223,-972.544,-776.676,221.664,-1005.98,656.015,-924.015,-542.429,-179.326,183.313,6.72378e+06
